Ingredient name,Brand,Product name,Link,Ingredient name_Product name,Price,Product type,Formulation type,Formulated for,Image
Phytosterols,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Phytosterols_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Caprylyl Glycol,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Caprylyl Glycol_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Polyglyceryl-10 Stearate,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Polyglyceryl-10 Stearate_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Hydrolyzed Opuntia Ficus-Indica Flower Extract,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Hydrolyzed Opuntia Ficus-Indica Flower Extract_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Polysorbate 60,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Polysorbate 60_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Sorbitan Isostearate,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Sorbitan Isostearate_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Hyaluronic Acid,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Hyaluronic Acid_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Hydrolyzed Hyaluronic Acid,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Hydrolyzed Hyaluronic Acid_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Sodium Hyaluronate,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Sodium Hyaluronate_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Chlorella Vulgaris Extract,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Chlorella Vulgaris Extract_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Lactic Acid,ILIA,The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,https://www.sephora.com/product/ilia-base-face-milk-P509440?skuId=2739837&icid2=products%20grid:p509440:product,Lactic Acid_The Base Face Milk Essence & Lightweight Moisturizer with Hyaluronic Acid,$58,Moisturizer,,,
Water/Eau,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Water/Eau_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,"Dryness, Uneven texture",,
Dipropylene Glycol,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Dipropylene Glycol_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Glycerin,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Glycerin_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Methyl Trimethicone,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Methyl Trimethicone_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Alcohol Denat.,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Alcohol Denat._The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Dimethicone,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Dimethicone_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Cyclopentasiloxane,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Cyclopentasiloxane_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
"1,2-Hexanediol",belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,"1,2-Hexanediol_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide",$38,Moisturizer,,,
Caprylic/Capric Triglyceride,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Caprylic/Capric Triglyceride_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Pentaerythrityl Tetraethylhexanoate,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Pentaerythrityl Tetraethylhexanoate_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Avena Sativa (Oat) Kernel Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Avena Sativa (Oat) Kernel Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Calendula Officinalis Flower Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Calendula Officinalis Flower Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Nepeta Cataria Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Nepeta Cataria Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Rubus Idaeus (Raspberry) Leaf Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Rubus Idaeus (Raspberry) Leaf Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Baptisia Tinctoria Root Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Baptisia Tinctoria Root Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Stellaria Media (Chickweed) Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Stellaria Media (Chickweed) Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Alchemilla Vulgaris Leaf Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Alchemilla Vulgaris Leaf Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Equisetum Arvense Leaf Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Equisetum Arvense Leaf Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Urtica Dioica (Nettle) Leaf Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Urtica Dioica (Nettle) Leaf Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Sodium Hyaluronate,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Sodium Hyaluronate_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Niacinamide,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Niacinamide_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Polymethylsilsesquioxane,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Polymethylsilsesquioxane_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Panthenol,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Panthenol_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
PEG-150,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,PEG-150_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Pentaerythrityl Tetraisostearate,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Pentaerythrityl Tetraisostearate_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Phenyl Trimethicone,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Phenyl Trimethicone_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Carbomer,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Carbomer_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Tromethamine,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Tromethamine_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Squalane,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Squalane_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
PEG-40 Hydrogenated Castor Oil,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,PEG-40 Hydrogenated Castor Oil_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Dimethiconol,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Dimethiconol_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Acrylates/C10-30 Alkyl Acrylate Crosspolymer,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Acrylates/C10-30 Alkyl Acrylate Crosspolymer_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
C14-22 Alcohols,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,C14-22 Alcohols_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Polysorbate 60,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Polysorbate 60_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Butylene Glycol,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Butylene Glycol_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Macadamia Ternifolia Seed Oil,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Macadamia Ternifolia Seed Oil_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Malachite Extract,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Malachite Extract_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Triethylhexanoin,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Triethylhexanoin_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Trisodium EDTA,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Trisodium EDTA_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Arachidyl Glucoside,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Arachidyl Glucoside_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Butyrospermum Parkii (Shea) Butter,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Butyrospermum Parkii (Shea) Butter_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Hydrogenated Lecithin,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Hydrogenated Lecithin_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Sorbitan Isostearate,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Sorbitan Isostearate_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Glyceryl Stearate,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Glyceryl Stearate_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Stearic Acid,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Stearic Acid_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Ceramide NP,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Ceramide NP_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Cholesterol,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Cholesterol_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
PEG-100 Stearate,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,PEG-100 Stearate_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Rosmarinus Officinalis (Rosemary) Leaf Oil,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Rosmarinus Officinalis (Rosemary) Leaf Oil_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Citrus Aurantifolia (Lime) Oil,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Citrus Aurantifolia (Lime) Oil_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Pelargonium Graveolens Flower Oil,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Pelargonium Graveolens Flower Oil_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Citrus Aurantium Dulcis (Orange) Peel Oil,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Citrus Aurantium Dulcis (Orange) Peel Oil_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Citral,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Citral_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Citronellol,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Citronellol_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Limonene,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Limonene_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Geraniol,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Geraniol_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Linalool,belif,The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,https://www.sephora.com/product/belif-the-true-cream-aqua-bomb-with-hyaluronic-acid-niacinamide-P510117?skuId=2742674&icid2=products%20grid:p510117:product,Linalool_The True Cream Aqua Bomb with Hyaluronic Acid and Niacinamide,$38,Moisturizer,,,
Water/Aqua/Eau,Dieux,Air Angel Collagen & Peptide Hydrating Gel Cream,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,Water/Aqua/Eau_Air Angel Collagen & Peptide Hydrating Gel Cream,$44,Moisturizer,"Fine Lines and Wrinkles, Dryness, and Acne and Blemishes",,
Glycerin,Dieux,Air Angel Collagen & Peptide Hydrating Gel Cream,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,Glycerin_Air Angel Collagen & Peptide Hydrating Gel Cream,$44,Moisturizer,,,
Dimethicone,Dieux,Air Angel Collagen & Peptide Hydrating Gel Cream,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,Dimethicone_Air Angel Collagen & Peptide Hydrating Gel Cream,$44,Moisturizer,,,
Dimethicone Crosspolymer,Dieux,Air Angel Collagen & Peptide Hydrating Gel Cream,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,Dimethicone Crosspolymer_Air Angel Collagen & Peptide Hydrating Gel Cream,$44,Moisturizer,,,
C12-15 Alkyl Benzoate,Dieux,Air Angel Collagen & Peptide Hydrating Gel Cream,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,C12-15 Alkyl Benzoate_Air Angel Collagen & Peptide Hydrating Gel Cream,$44,Moisturizer,,,
Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Dieux,Air Angel Collagen & Peptide Hydrating Gel Cream,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer_Air Angel Collagen & Peptide Hydrating Gel Cream,$44,Moisturizer,,,
Imperata Cylindrica (Cogon Grass) Root Extract,Dieux,Air Angel Collagen & Peptide Hydrating Gel Cream,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,Imperata Cylindrica (Cogon Grass) Root Extract_Air Angel Collagen & Peptide Hydrating Gel Cream,$44,Moisturizer,,,
